stl_path,atmosphere_path,target_alt_km,selected_alt_km,selected_lat_deg,selected_lon_deg,scale_factor,yaw_deg,pitch_deg,roll_deg,n_particles,default_surface_name,surface_counts,hit_count,hit_ratio,total_bounces,avg_bounces_per_hit,max_bounces,eps_shift,bbox_x,bbox_y,bbox_z,char_length,source_area,sample_weight,Fx,Fy,Fz,Mx,My,Mz,rho_inf,T_inf,exoT_inf,q_inf,A_ref,L_ref,F_drag,F_side,F_lift,Cd,Cy,Cl,Cmx,Cmy,Cmz,n_O,n_N2,n_O2,n_He,n_Ar,n_H,n_N
G:\我的雲端硬碟\TPMC\testcube.stl,G:\我的雲端硬碟\TPMC\nrlmsis_output.txt,500.0,500.0,55.0,45.0,0.001,0.0,0.0,0.0,50000,default,"{'x_minus': 2, 'y_minus': 2, 'z_minus': 2, 'x_plus': 2, 'z_plus': 2, 'y_plus': 2}",24639,0.49278,24639,1.0,10,1e-08,0.01,0.01,0.01,0.01,0.000225,318619382.2939776,1.9280835227297686e-09,-4.592018990759241e-13,-5.696613320576825e-13,-1.3109842007037064e-15,-9.05642947938524e-15,7.741913311545427e-14,2.305e-13,911.8,912.0,6.482812499999999e-06,0.0001,0.01,1.9280835227297686e-09,-4.592018990759241e-13,-5.696613320576825e-13,2.9741466728056207,-0.0007083374678442792,-0.0008787256025956057,-0.00020222460555564524,-0.0013969908090640042,0.011942213833186487,8063000000000.0,121100000000.0,1432000000.0,1024000000000.0,1379000.0,113700000000.0,117300000000.0
