yaw_deg,diffuse_fraction,n_particles,hit_count,hit_ratio,Fx,Fy,Fz,Mx,My,Mz,Cd
0.0,0.0,5000,2202,0.4404,0.02073458250000056,0.0,0.0,0.0,-0.0004408832651747127,-0.000213555554355652,3.963600000000107
0.0,0.0,20000,8843,0.44215,0.020816974687501735,0.0,0.0,0.0,-1.483612481339152e-05,0.00014641052024577295,3.979350000000332
0.0,0.0,100000,44396,0.44396,0.02090219175000838,0.0,0.0,0.0,0.00013830922502088556,-2.9292045075112483e-05,3.9956400000016017
0.0,0.5,5000,2202,0.4404,0.01586356734368769,-1.2077411906444501e-05,-3.109029455388572e-06,-5.7180617781067156e-06,-0.00026869590186502304,-0.00028365447829352603,3.032462096762283
0.0,0.5,20000,8843,0.44215,0.015884040772860056,-3.0739206344647687e-06,-8.378394236860752e-06,-2.53813762544011e-06,-4.192014466512454e-05,0.00015733404455236123,3.036375774979222
0.0,0.5,100000,44396,0.44396,0.015945569154805245,1.3353994288728871e-06,1.301366798112855e-06,1.7376728483991821e-06,0.00011769111007454324,-1.0270237855353443e-05,3.048137472842102
0.0,1.0,5000,2202,0.4404,0.010876644586832294,-2.092552445925285e-06,1.0224815121511188e-05,4.738803717649549e-06,-0.0002236524756794036,-0.00010462939619957576,2.0791674240061733
0.0,1.0,20000,8843,0.44215,0.010930031788273753,3.508546702155622e-06,-8.609187290701143e-06,3.525606053956288e-06,-1.5581090188772824e-05,7.328907732900375e-05,2.08937286275245
0.0,1.0,100000,44396,0.44396,0.010972352693708656,-1.7096951519995925e-06,6.886364488229631e-07,-6.45005591797751e-07,7.285353788069237e-05,-1.3169212045014748e-05,2.0974628805177837
